symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,exchange
BTC,LONG,197778.84,72242.7,273.77,1773616993524,okx,,,,
BTC,LONG,63054.82,72145.1,0.874,1773616997944,bybit,,,,
BTC,LONG,39520.4218,72249.4,0.547,1773616994369,binance,LIMIT,72520.8,FILLED,
BTC,LONG,39520.42,72249.4,0.547,1773616994369,binance,,,,binance
BTC,LONG,23151.8,72124.0,0.321,1773617001444,bybit,,,,
BTC,LONG,13515.294100000001,72274.3,0.187,1773616993341,binance,LIMIT,72520.8,FILLED,
BTC,LONG,13515.29,72274.3,0.187,1773616993341,binance,,,,binance
BTC,LONG,9229.72,72107.2,0.128,1773617001944,bybit,,,,
BTC,LONG,5630.48,72185.6,0.078,1773617002917,binance,,,,binance
BTC,LONG,5630.4768,72185.6,0.078,1773617002917,binance,LIMIT,72476.4,FILLED,
BTC,LONG,5590.18,72224.5,7.74,1773616994932,okx,,,,
BTC,LONG,5155.33,72203.5,7.14,1773616996444,okx,,,,
BTC,LONG,3895.97,72147.5,0.054,1773616997944,bybit,,,,
BTC,LONG,2891.25,72281.2,0.04,1773616992199,binance,,,,binance
BTC,LONG,2891.248,72281.2,0.04,1773616992199,binance,LIMIT,72549.3,FILLED,
BTC,LONG,2608.38,72254.4,3.61,1773616992682,okx,,,,
BTC,LONG,1369.9,72100.1,0.019,1773617001444,bybit,,,,
BTC,LONG,793.1,72099.6,0.011,1773617001944,bybit,,,,
BTC,LONG,433.25160000000005,72208.6,0.006,1773616999267,binance,LIMIT,72495.0,FILLED,
BTC,LONG,433.25,72208.6,0.006,1773616999267,binance,,,,binance
BTC,LONG,433.16,72193.1,0.006,1773616991944,bybit,,,,
BTC,SHORT,364.03400000000005,72806.8,0.005,1773616996742,binance,LIMIT,72500.5,FILLED,
BTC,SHORT,364.03,72806.8,0.005,1773616996742,binance,,,,binance
BTC,LONG,288.81,72202.5,0.004,1773617001914,binance,LIMIT,72467.6,FILLED,
BTC,LONG,144.39,72194.8,0.002,1773616992444,bybit,,,,
BTC,LONG,86.97,72474.6,0.12,1773617001188,okx,,,,
BTC,LONG,86.72,72266.8,0.12,1773616991440,okx,,,,
BTC,LONG,72.12,72121.5,0.001,1773617000944,bybit,,,,
