symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange,exchange
BTC,SHORT,1481.704,74085.2,0.02,1773634739368,LIMIT,73803.6,FILLED,binance,
BTC,SHORT,1481.7,74085.2,0.02,1773634739368,,,,binance,binance
BTC,SHORT,741.174,74117.4,0.01,1773634747346,LIMIT,73820.9,FILLED,binance,
BTC,SHORT,741.17,74117.4,0.01,1773634747346,,,,binance,binance
BTC,SHORT,444.39,74064.3,0.006,1773634618346,,,,binance,binance
BTC,SHORT,444.3858,74064.3,0.006,1773634618346,LIMIT,73775.0,FILLED,binance,
BTC,SHORT,222.49,74164.2,0.003,1773634739944,,,,bybit,
BTC,SHORT,222.2,74066.3,0.003,1773634620333,,,,binance,binance
BTC,SHORT,222.1989,74066.3,0.003,1773634620333,LIMIT,73775.0,FILLED,binance,
BTC,SHORT,148.24,74119.5,0.002,1773634749823,,,,binance,binance
BTC,SHORT,148.239,74119.5,0.002,1773634749823,LIMIT,73810.5,FILLED,binance,
BTC,SHORT,148.15,74074.0,0.002,1773634729187,,,,binance,binance
BTC,SHORT,148.148,74074.0,0.002,1773634729187,LIMIT,73780.0,FILLED,binance,
