symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,exchange
BTC,LONG,84005.27,73546.9,114.22,1773632898118,okx,,,,
BTC,LONG,7690.880399999999,73246.48,0.105,1773632899870,binance,LIMIT,73530.5,FILLED,
BTC,LONG,7690.88,73246.48,0.105,1773632899870,binance,,,,binance
BTC,LONG,4638.19,73273.1,6.33,1773632896051,okx,,,,
BTC,LONG,2999.59,73160.8,0.041,1773632901943,bybit,,,,
BTC,LONG,2921.9,73230.5,3.99,1773632901119,okx,,,,
BTC,LONG,2397.05,73529.2,3.26,1773632900992,okx,,,,
BTC,LONG,1538.3235000000002,73253.5,0.021,1773632898291,binance,LIMIT,73530.5,FILLED,
BTC,LONG,1538.32,73253.5,0.021,1773632898291,binance,,,,binance
BTC,LONG,1289.03,73240.5,1.76,1773632899237,okx,,,,
BTC,LONG,1244.17,73186.2,0.017,1773632897443,bybit,,,,
BTC,LONG,732.05,73205.2,0.01,1773632894443,bybit,,,,
BTC,LONG,658.63,73180.8,0.009,1773632899944,bybit,,,,
BTC,LONG,146.55,73274.7,0.002,1773632896528,binance,,,,binance
BTC,LONG,146.5494,73274.7,0.002,1773632896528,binance,LIMIT,73538.6,FILLED,
BTC,LONG,139.2,73262.3,0.19,1773632897314,okx,,,,
BTC,LONG,73.21,73212.2,0.001,1773632894943,bybit,,,,
BTC,LONG,65.95,73277.9,0.09,1773632894581,okx,,,,
