exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl,order_type,avg_price,order_status
hyperliquid,BTC,SHORT,600852.84,74365.0,8.07978,1773636898720,hyperliquid,,,,,,,,
,BTC,SHORT,532591.33,74718.2,7.128,1773636895945,bybit,,,,,,,,
,BTC,SHORT,325837.4,74460.1,4.376,1773636856943,bybit,,,,,,,,
binance,BTC,SHORT,223514.4,74504.8,3.0,1773636884288,binance,,,,,,,,
,BTC,SHORT,108339.36,74716.8,1.45,1773636901948,bybit,,,,,,,,
hyperliquid,BTC,SHORT,87893.83,74359.0,1.18202,1773636895675,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,78862.61,74358.0,1.06058,1773636898720,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,74996.31,74362.0,1.00853,1773636898720,hyperliquid,,,,,,,,
,BTC,SHORT,74795.7,74795.7,1.0,1773636902444,bybit,,,,,,,,
binance,BTC,SHORT,74558.3,74558.3,1.0,1773636894500,binance,,,,,,,,
,BTC,SHORT,74247.4,74247.4,100.0,1773636890271,okx,,,,,,,,
hyperliquid,BTC,SHORT,69567.11,74358.0,0.93557,1773636898720,hyperliquid,,,,,,,,
,BTC,SHORT,64191.68,74554.8,0.861,1773636881943,bybit,,,,,,,,
hyperliquid,BTC,SHORT,62500.87,74358.0,0.84054,1773636898720,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,54395.1,74359.0,0.73152,1773636895675,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,52392.65,74358.0,0.7046,1773636898720,hyperliquid,,,,,,,,
,BTC,SHORT,52131.42,74794.0,0.697,1773636901949,bybit,,,,,,,,
hyperliquid,BTC,SHORT,46588.89,74359.0,0.62654,1773636895675,hyperliquid,,,,,,,,
,BTC,SHORT,45880.17,74480.8,0.616,1773636856944,bybit,,,,,,,,
,BTC,SHORT,45682.03,74766.0,0.611,1773636902444,bybit,,,,,,,,
,BTC,SHORT,45071.96,74746.2,0.603,1773636901949,bybit,,,,,,,,
,BTC,SHORT,43537.92,74679.1,0.583,1773636895946,bybit,,,,,,,,
,BTC-USD,SHORT,39600.0,74343.3,396.0,1773636895197,okx,,,,,,,,
hyperliquid,BTC,SHORT,37947.86,74358.0,0.51034,1773636898720,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,37568.64,74358.0,0.50524,1773636898720,hyperliquid,,,,,,,,
,BTC,SHORT,35335.61,74547.7,0.474,1773636881443,bybit,,,,,,,,
,BTC,SHORT,34431.12,74687.9,0.461,1773636895458,bybit,,,,,,,,
,BTC,SHORT,30207.81,74771.8,0.404,1773636902444,bybit,,,,,,,,
,BTC,SHORT,30075.98,74445.5,40.4,1773636860053,okx,,,,,,,,
,BTC,LONG,29905.69,73641.2,40.61,1773636957662,okx,,,,,,,,
hyperliquid,BTC,SHORT,29767.39,74359.0,0.40032,1773636895675,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,27413.19,74359.0,0.36866,1773636895675,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,25907.42,74359.0,0.34841,1773636895675,hyperliquid,,,,,,,,
,BTC,LONG,24744.07,73511.8,33.66,1773637019300,okx,,,,,,,,
hyperliquid,BTC,SHORT,24451.88,74358.0,0.32884,1773636898720,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,23794.56,74358.0,0.32,1773636898720,hyperliquid,,,,,,,,
,BTC,LONG,23568.12,73927.6,31.88,1773636958288,okx,,,,,,,,
,BTC,SHORT,21887.69,74702.0,0.293,1773636895945,bybit,,,,,,,,
hyperliquid,BTC,SHORT,21806.05,74365.0,0.29323,1773636898720,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,21094.62,74358.0,0.28369,1773636898720,hyperliquid,,,,,,,,
,BTC,SHORT,21034.66,74591.0,0.282,1773636888944,bybit,,,,,,,,
,BTC,SHORT,20316.31,74500.6,27.27,1773636883420,okx,,,,,,,,
,BTC,SHORT,20038.86,74493.9,0.269,1773636856443,bybit,,,,,,,,
,BTC,SHORT,18906.31,74728.5,0.253,1773636895458,bybit,,,,,,,,
hyperliquid,BTC,SHORT,18245.22,74358.0,0.24537,1773636898720,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,18138.15,74358.0,0.24393,1773636898720,hyperliquid,,,,,,,,
