exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl,order_type,avg_price,order_status
hyperliquid,BTC,LONG,611022.37,73350.0,8.33023,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,509524.96,73369.0,6.94469,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,509490.24,73364.0,6.94469,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,509434.68,73356.0,6.94469,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,509386.07,73349.0,6.94469,1773671424203,hyperliquid,,,,,,,,
,BTC,LONG,445682.95,73680.0,604.89,1773671279410,okx,,,,,,,,
,BTC,LONG,366297.5,73259.5,5.0,1773671385944,bybit,,,,,,,,
hyperliquid,BTC,LONG,218557.18,73363.0,2.97912,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,218545.26,73359.0,2.97912,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,218533.35,73355.0,2.97912,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,218521.43,73351.0,2.97912,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,149975.81,73350.0,2.04466,1773671424203,hyperliquid,,,,,,,,
,BTC,LONG,137230.77,73859.4,185.8,1773671316511,okx,,,,,,,,
hyperliquid,BTC,LONG,122757.07,73311.0,1.67447,1773671427526,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,90998.73,73363.0,1.24039,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,84891.26,73363.0,1.15714,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,78744.52,73364.0,1.07334,1773671424203,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,76086.92,73358.0,1.0372,1773671424203,hyperliquid,,,,,,,,
,BTC,LONG,73305.5,73305.5,1.0,1773671377443,bybit,,,,,,,,
hyperliquid,BTC,LONG,63789.5,73312.0,0.87011,1773671427526,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,62487.46,73355.0,0.85185,1773671424203,hyperliquid,,,,,,,,
binance,BTC,LONG,58041.76,73377.7,0.791,1773671378153,binance,,,,,,,,
,,long,,73279.0,,2026-03-16T14:30:30.918000,hyperliquid,BTC,0.67393,49384.92,0x12014d60...,26.35,,,
hyperliquid,BTC,LONG,49384.92,73279.0,0.67393,1773671430918,hyperliquid,,,,,,,,
hyperliquid,BTC,LONG,48764.28,73311.0,0.66517,1773671427526,hyperliquid,,,,,,,,
